Entity,1990_death_rate,1991_death_rate,1992_death_rate,1993_death_rate,1994_death_rate,1995_death_rate,1996_death_rate,1997_death_rate,1998_death_rate,1999_death_rate,2000_death_rate,2001_death_rate,2002_death_rate,2003_death_rate,2004_death_rate,2005_death_rate,2006_death_rate,2007_death_rate,2008_death_rate,2009_death_rate,2010_death_rate,2011_death_rate,2012_death_rate,2013_death_rate,2014_death_rate,2015_death_rate,2016_death_rate,2017_death_rate,ISO_A3
Australia,2.027119650065191,2.2801157302612647,2.487384825132925,2.8858272134273544,2.770090061559419,2.5773725091955657,2.3833647662243456,1.1610899079792198,0.9206451550471192,0.8013499229628204,0.7517002506665214,0.665846488712102,0.5901559344101113,0.5928082188218016,0.6226209740138051,0.4855401195244775,0.5551221490074154,0.506082486328663,0.3824054311135517,0.4029882327237115,0.3350173602858697,0.3929914655259634,0.2835954324054916,0.265983735932162,0.2622636680635508,0.2554659136262047,0.2706181261437201,0.2683134317206894,AUS
Austria,0.8205687386997625,1.0493956233480766,1.5768479337755346,1.67352196032931,1.9943643960069397,1.8067397029077623,1.2951640713752786,0.6997261117153577,0.7386692058086983,0.60777683815611,0.52741059588074,0.5346601589864532,0.561488075064646,0.5285843062930158,0.5858481313550876,0.666307745982158,0.4336914561523129,0.5821779537242872,0.4639845503496292,0.4028051682653762,0.4584114658645264,0.4154653485723869,0.3908097572583761,0.5034635678135952,0.4149914964259623,0.4322775624966063,0.3383550651068338,0.3628765339340192,AUT
Azerbaijan,0.2042040637548697,0.2418510204482351,0.2807686374749257,0.3203487118786834,0.3585203257145279,0.3955626277892665,0.4307683278065159,0.4640968523951458,0.4964979301387844,0.5287731920094167,0.5623605018373474,0.5950574411435301,0.6229164591745493,0.6452929744968036,0.6625045759886404,0.6773753043214853,0.6810247780092565,0.6088321185952037,0.476546381834137,0.4307753197527851,0.4287807033120517,0.3556975114681632,0.2823835586339227,0.2508061489950435,0.2257520019106437,0.2395907611592273,0.2555596154690821,0.2726729279045727,AZE
Bahamas,26.31802546011504,34.155565940295524,42.867333353975866,55.33681674653021,64.7890215921269,66.2332346036563,74.93368125444034,62.672142401589824,57.45215392619188,77.34025418612433,77.11552093972882,75.87697613421447,63.32193662315616,55.58471650094364,53.520879555659135,43.672476787405095,47.03938510958475,35.83793422960877,33.290941265048374,32.84357298679004,29.7533914388154,28.98849431504355,28.54962835648397,27.64331768899506,28.081323852108778,27.622836145998217,27.036966465861543,26.49652308174132,BHS
Bahrain,0.9985068382427988,1.135174699721279,1.2789658313548835,1.4252747290951755,1.571930178785887,1.7132946735158587,1.8352525236345425,1.9332783974949368,2.0020252466080897,2.04780088742339,1.9659406168454348,1.750654996081352,1.5889285939509412,1.5798398008552013,1.5385936072134372,1.507928796680906,1.436061060045723,1.3631509658868946,1.330953848499775,1.2699596458182538,1.1740396305216454,1.0744372257294923,1.0092428314549775,0.9588621893027148,0.8813517019427791,0.8072917973153001,0.7652364949560418,0.7162935110725978,BHR
Bangladesh,0.0,0.0,0.0,0.0,0.000199731667263,0.0015825719928443,0.0030351783780402,0.0055155541804684,0.0090382575705258,0.0138380848198628,0.0202821973231334,0.0291894527914955,0.0414319475530263,0.0581064434954994,0.0802313575352234,0.1069292648647264,0.1369461225555475,0.1703794775539092,0.2036560019654357,0.2355999648331019,0.2738828809262318,0.3154547275560845,0.3513584388547902,0.3741585796984903,0.3889403444309415,0.399900477624484,0.405579834835229,0.410644816661297,BGD
Barbados,14.508347364696442,11.8140568734057,14.317711036522734,16.04257164949791,20.746563761785808,20.968131062535075,17.995833636839663,17.7819591154743,17.89467239082962,18.51061058457392,22.93812485825692,20.43943798571959,16.504012022755266,12.155485323481551,11.907386202628354,11.997879313533366,11.428952195634116,10.445129935130394,9.078735833657882,8.931815424339552,9.292774804471316,8.846419753181719,7.8772883126603555,7.491635614667733,7.749433498157429,7.608562393206479,7.430090441200176,7.265572997684229,BRB
Belarus,0.4428599276685257,0.657108893419369,0.6359273990280866,0.7670968973362776,1.003373329260568,1.0636148097474392,0.9916372878515104,1.1361367861522076,1.052066059431192,1.3958475976588784,1.110626361693011,1.0125758877439657,1.504394971850905,1.891935509753559,1.8493856086332925,2.053779008748173,2.3152071727237664,2.6744694336836314,2.8876499354075302,3.340364656375528,3.3667163329787657,3.728780184271024,3.271597617942063,3.009668926185493,3.110264077918555,2.9639685050720868,2.8701396041693226,2.764400411060447,BLR
Belgium,1.2060857468893549,1.460272869740774,1.1521632759476204,1.7027474238425606,1.8507601509310696,2.107612355549416,1.6227565015651106,0.8915543745958663,0.6806722252603412,0.6657346202746436,0.7032122792541855,0.8143433025265148,0.7814371790867938,0.76820237072818,0.8326805802098869,0.6691229711359812,0.5607115058207994,0.5797583227738375,0.6228111890169998,0.5515935210363078,0.656818092084968,0.6041950215213009,0.558637020738482,0.5842670582573446,0.4435843503055141,0.4652363984515783,0.4628101833575679,0.4524041883079884,BEL
Belize,22.88307735073925,16.05154915077111,17.24484274748752,21.758775214635605,25.608795033023124,20.883273341898068,24.18950503250368,20.337025042390135,22.214848872441703,29.01773927497454,33.376000086416035,28.2217361343766,35.07466392506116,35.195529182002296,35.25160255412996,28.67310288285768,28.121454321565604,24.06457925304332,20.89673812130164,23.850317810122625,25.30755373061652,23.489664982452503,22.339063555647133,22.18017694761391,25.116006596385027,25.93320512831457,22.306331149240133,21.44996211753916,BLZ
